type,passport_id,region,revenue
premium,133258887,Москва,2210
premium,133078847,Москва,1105
premium,134882393,Москва,1105
premium,141767715,Москва,1105
premium,123628664,Москва,1100
premium,137127925,Москва,2210
premium,135201527,Москва,1105
premium,133222603,Москва,1105
premium,142567482,Москва,1105
premium,130370145,Москва,1105
premium,132942125,Москва,1100
premium,123985980,Москва,985
premium,128374949,Москва,2210
premium,144391240,Москва,1970
premium,143771084,Москва,1105
premium,123585850,Москва,1970
premium,142291134,Москва,1100
premium,144333242,Москва,2210
premium,123951803,Москва,2210
premium,139997576,Москва,1105
premium,142878002,Москва,1305
premium,123575683,Москва,2210
premium,144045300,Москва,985
premium,137007871,Москва,1105
premium,141628741,Москва,2210
premium,140314167,Москва,1105
premium,123469273,Москва,2210
premium,138534554,Москва,1105
premium,123566973,Москва,2610
premium,127018443,Москва,1105
premium,126794855,Москва,1105
premium,142837472,Москва,1105
premium,125593681,Москва,2210
premium,138638300,Москва,1105
premium,124426529,Москва,1105
premium,123731230,Москва,1105
premium,132962079,Москва,1105
premium,136192669,Москва,1105
premium,131562027,Москва,1305
premium,131381233,Москва,2210
premium,143610798,Москва,2210
premium,141713563,Москва,1105
premium,132133151,Москва,1105
premium,144416420,Москва,2210
premium,137008025,Москва,2210
premium,133595511,Москва,985
premium,134870217,Москва,1305
premium,139986262,Москва,1305
premium,133461081,Москва,1105
premium,131627513,Москва,2210
